,device_hw_proc,device_hw_ram,device_hw_display,device_hw_video,device_os_name,device_os_version
411167,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Xeon(R) CPU E31225 @ 3.10GHz,4GB 536870912,"1280x1024 96,96 32, 1280x1024 96,96 32","NVIDIA Quadro 400, PCI\VEN_10DE&DEV_0A38&SUBSYS_0893103C&REV_A2\4&53855A5&0&0008, \\.\DISPLAY1",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
129315,Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz,12GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 10 家庭中文版,10.0.15063  Build 15063
729547,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4770 CPU @ 3.40GHz,8GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0412&SUBSYS_D0001458&REV_06\3&11583659&0&10",Microsoft Windows 10 Enterprise,10.0.10240  Build 10240
330590,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,8GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GT 730, PCI\VEN_10DE&DEV_0F02&SUBSYS_8A9F1462&REV_A1\4&38AB2860&0&0008",Microsoft Windows 10 Pro,10.0.14393  Build 14393
560810,Intel64 Family 6 Model 45 Stepping 7 Intel(R) Xeon(R) CPU E5-1620 0 @ 3.60GHz,64GB 1073414144,"1920x1200 96,96 32, 1920x1200 96,96 32","NVIDIA Quadro 2000 , PCI\VEN_10DE&DEV_0DD8&SUBSYS_084A103C&REV_A1\4&16C9E9F9&0&0010, \\.\DISPLAY1",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
167025,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,32GB 4293918720,"1920x1080 96,96 32","NVIDIA GeForce GTX 1070, PCI\VEN_10DE&DEV_1B81&SUBSYS_85A01043&REV_A1\4&2D78AB8F&0&0008",Microsoft Windows 10 Home,10.0.15063  Build 15063
188890,Intel(R) Core(TM) i7-7700K CPU @ 4.20GHz,16GB,1920x1080,NVIDIA Quadro P2000,Microsoft Windows 10 Pro,10.0.16299  Build 16299
226207,Intel64 Family 6 Model 61 Stepping 4 Intel(R) Core(TM) i7-5500U CPU @ 2.40GHz,15GB 1073741824,"1920x1200 96,96 32, 1920x1200 96,96 32","Intel(R) HD Graphics 5500, PCI\VEN_8086&DEV_1616&SUBSYS_2216103C&REV_09\3&21436425&0&10, \\.\DISPLAY1",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
356923,Intel64 Family 6 Model 37 Stepping 5 Intel(R) Core(TM) i5 CPU       M 540  @ 2.53GHz,4GB 1073741824,"1920x1080 120,120 32","NVIDIA Quadro FX 880M, PCI\VEN_10DE&DEV_0A3C&SUBSYS_1521103C&REV_A2\4&3AA9F83A&0&0008",Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
335275,Intel64 Family 6 Model 37 Stepping 5 Intel(R) Pentium(R) CPU        P6200  @ 2.13GHz,4GB 536870912,"1366x768 96,96 32","ATI Mobility Radeon HD 5470, PCI\VEN_1002&DEV_68E0&SUBSYS_9071104D&REV_00\4&29207316&0&0008",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
63522,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_86941043&REV_06\3&11583659&0&10",Microsoft Windows 10 Enterprise,10.0.15063  Build 15063
254787,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,2048x1152,NVIDIA GeForce GT 705,Microsoft Windows 8.1,6.3.9600  Build 9600
85856,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4702MQ CPU @ 2.20GHz,8GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0416&SUBSYS_380217AA&REV_06\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.10240  Build 10240
264714,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB,1920x1080,NVIDIA GeForce GTX 1060 6GB,Microsoft Windows 10 专业版,10.0.10586  Build 10586
135353,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Celeron(R) CPU 1007U @ 1.50GHz,4GB 2154678272,"1366x768 96,96 32","Intel(R) HD Graphics, PCI\VEN_8086&DEV_0156&SUBSYS_145D1043&REV_09\3&11583659&0&10",Майкрософт Windows 10 Pro,10.0.15063  Build 15063
752408,Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz,4GB,1920x1080,NVIDIA GeForce GT 710,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
751029,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,16GB,1280x1024,Intel(R) HD Graphics 530,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
372726,Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,8GB,1920x1080,NVIDIA GeForce GT 710,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
418880,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,8GB 1073741824,"1280x1024 96,96 32, 1280x1024 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_B09A144D&REV_06\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.14393  Build 14393
179162,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,4GB 0,"1366x768 96,96 32","Microsoft Basic Display Adapter, PCI\VEN_8086&DEV_041E&SUBSYS_D0001458&REV_06\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.10586  Build 10586
12457,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz,4GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_1912&SUBSYS_06FB1028&REV_06\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.16299  Build 16299
599009,Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz,16GB,1920x1080,Mirage Driver,Microsoft Windows 7 Professional K ,6.1.7601 Service Pack 1 Build 7601
330974,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,16GB,1920x1080,NVIDIA GeForce GTX 1050 Ti,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
393143,Intel64 Family 6 Model 69 Stepping 1 Intel(R) Core(TM) i7-4600U CPU @ 2.10GHz,7GB 2684354560,"1920x1080 120,120 32, 1920x1080 144,144 32","Intel(R) HD Graphics Family, PCI\VEN_8086&DEV_0A16&SUBSYS_198F103C&REV_0B\3&E89B380&0&10, \\.\DISPLAY1",Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
37536,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i7-3770K CPU @ 3.50GHz,16GB 2214592512,"1920x1080 96,96 32, 1920x1080 96,96 32","Intel(R) HD Graphics 4000, PCI\VEN_8086&DEV_0162&SUBSYS_01621849&REV_09\3&11583659&0&10, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
444218,Intel(R) Core(TM) i5-4210U CPU @ 1.70GHz,8GB,1366x768,Intel(R) HD Graphics Family,Microsoft Windows 10 Home Single Language,10.0.10240  Build 10240
806305,x64 Family 6 Model 69 Stepping 1 Intel(R) Core(TM) i3-4005U CPU @ 1.70GHz,2GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics Family, PCI\VEN_8086&DEV_0A16&SUBSYS_80C3103C&REV_0B\3&11583659&0&10",Microsoft Windows 8.1 Professionnel,6.3.9600  Build 9600
113230,Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz,8GB,1920x1080,Intel(R) UHD Graphics 620,Microsoft Windows 10 家庭中文版,10.0.15063  Build 15063
112583,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz,16GB 2147483648,"1920x1200 96,96 32","NVIDIA GeForce GTX 750 Ti, PCI\VEN_10DE&DEV_1380&SUBSYS_362D1458&REV_A2\4&3834D97&0&0008",Майкрософт Windows 10 Pro,10.0.15063  Build 15063
788517,Intel(R) Core(TM) i5-4460  CPU @ 3.20GHz,8GB,,,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
337242,Intel64 Family 6 Model 69 Stepping 1 Intel(R) Core(TM) i7-4600U CPU @ 2.10GHz,8GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics Family, PCI\VEN_8086&DEV_0A16&SUBSYS_198F103C&REV_0B\3&42FFD25&0&10",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
618181,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,16GB,1920x1080,Intel(R) HD Graphics 630,Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
464501,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,8GB 4293918720,"1280x1024 96,96 32, 1280x1024 96,96 32","NVIDIA GeForce GT 730, PCI\VEN_10DE&DEV_0F02&SUBSYS_85BA1043&REV_A1\4&38AB2860&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Pro,10.0.15063  Build 15063
174992,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,4GB,1366x768,Intel(R) HD Graphics 4400,Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
520885,Intel(R) Core(TM) i3-4160 CPU @ 3.60GHz,3GB,1920x1080,Intel(R) HD Graphics 4400,Microsoft Windows 7 Home Premium K ,6.1.7601 Service Pack 1 Build 7601
622632,Intel(R) Core(TM) i7-2600 CPU @ 3.40GHz,4GB,1920x1080,Intel(R) HD Graphics,Microsoft Windows 7 Home Premium ,6.1.7601 Service Pack 1 Build 7601
90841,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 10 Pro,10.0.16299  Build 16299
783093,Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz,8GB,2560x1080,NVIDIA GeForce 940M,Microsoft Windows 7 Professional K ,6.1.7601 Service Pack 1 Build 7601
689693,AMD FX(tm)-4300 Quad-Core Processor            ,8GB,1920x1080,AMD Radeon R7 350 Series,Microsoft Windows 7 Максимальная ,6.1.7601 Service Pack 1 Build 7601
607131,Intel64 Family 6 Model 58 Stepping 9 Intel(R) Core(TM) i5-3210M CPU @ 2.50GHz,4GB 1073741824,"1600x900 96,96 32, 1280x1024 96,96 32","AMD Radeon HD 7650M Series, PCI\VEN_1002&DEV_6841&SUBSYS_18121854&REV_00\4&2DA0D4CC&0&0008, \\.\DISPLAY1",Microsoft Windows 7 Home Premium K ,6.1.7601 Service Pack 1 Build 7601
434974,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i7-4720HQ CPU @ 2.60GHz,12GB 1073741824,"1920x1080 120,120 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0416&SUBSYS_1A8D1043&REV_06\3&11583659&1&10",Microsoft Windows 10 Home Single Language,10.0.15063  Build 15063
28173,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,8GB,1366x768,Intel(R) HD Graphics 520,Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
2982,Intel(R) Core(TM) i7-3770 CPU @ 3.40GHz,10GB,1680x1050,NVIDIA Quadro 600,Microsoft Windows 10 Pro,10.0.14393  Build 14393
738977,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Xeon(R) CPU E3-1505M v5 @ 2.80GHz,16GB 2147483648,"2048x1152 Touch 96,96 32","NVIDIA Quadro M1000M , PCI\VEN_10DE&DEV_13B1&SUBSYS_06E51028&REV_A2\4&2396BAA3&0&0008",Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
178013,Intel(R) Core(TM) i5-3570K CPU @ 3.40GHz,8GB,1920x1200,NVIDIA Quadro 600,Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
323888,Intel64 Family 6 Model 44 Stepping 2 Intel(R) Xeon(R) CPU           W3680  @ 3.33GHz,16GB 2684354560,"1680x1050 96,96 32, 1680x1050 96,96 32","NVIDIA Quadro 5000 , PCI\VEN_10DE&DEV_06D9&SUBSYS_0770103C&REV_A3\4&5128130&0&0018, \\.\DISPLAY1",Microsoft Windows 7 Enterprise ,6.1.7601 Service Pack 1 Build 7601
404957,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Xeon(R) CPU E3-1281 v3 @ 3.70GHz,8GB 2147483648,"1920x1200 96,96 32","NVIDIA Quadro K620, PCI\VEN_10DE&DEV_13BB&SUBSYS_109810DE&REV_A2\4&20970EBE&0&0008",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
527465,Intel(R) Core(TM) i7-3740QM CPU @ 2.70GHz,8GB,1600x900,NVIDIA Quadro K1000M ,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
676898,Intel64 Family 6 Model 37 Stepping 2 Intel(R) Core(TM) i3 CPU         540  @ 3.07GHz,10GB 2147483648,"1920x1080 96,96 32","NVIDIA GeForce GTS 250, PCI\VEN_10DE&DEV_0615&SUBSYS_00001019&REV_A2\4&2B5F2DCA&0&0008",Microsoft Windows 10 Pro,10.0.14393  Build 14393
781529,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz,8GB,1366x768,Intel(R) UHD Graphics 620,Microsoft Windows 10 Home,10.0.15063  Build 15063
83705,Intel(R) Core(TM) i3-7100 CPU @ 3.90GHz,4GB,1600x900,Intel(R) HD Graphics 630,Microsoft Windows 10 家庭中文版,10.0.14393  Build 14393
406896,Intel64 Family 6 Model 158 Stepping 9 Intel(R) Core(TM) i5-7300HQ CPU @ 2.50GHz,8GB 1073741824,"1920x1080 120,120 32, 2000x1125 120,120 32","Intel(R) HD Graphics 630, PCI\VEN_8086&DEV_591B&SUBSYS_39D117AA&REV_04\3&11583659&1&10, \\.\DISPLAY1",Microsoft Windows 10 家庭中文版,10.0.15063  Build 15063
391320,Intel(R) Core(TM) i7-2600 CPU @ 3.40GHz,8GB,1680x1050,NVIDIA GeForce GT 530 ,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
674279,Intel(R) Core(TM) i5-7200U CPU @ 2.50GHz,8GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 10 专业版,10.0.15063  Build 15063
523726,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,24GB 1073741824,"1920x1080 96,96 32","Intel(R) HD Graphics 530, PCI\VEN_8086&DEV_191B&SUBSYS_10A01043&REV_06\3&11583659&1&10",Microsoft Windows 10 Home Single Language,10.0.10586  Build 10586
316092,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,16GB,1680x1050,Intel(R) HD Graphics 520,Microsoft Windows 10 Enterprise,10.0.14393  Build 14393
436113,Intel64 Family 6 Model 61 Stepping 4 Intel(R) Core(TM) i7-5500U CPU @ 2.40GHz,8GB 1073741824,"1366x768 96,96 32","Intel(R) HD Graphics 5500, PCI\VEN_8086&DEV_1616&SUBSYS_06311028&REV_09\3&11583659&0&10",Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
516296,Intel(R) Core(TM) i5-5200U CPU @ 2.20GHz,8GB,1366x768,Intel(R) HD Graphics 5500,Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
661424,Intel64 Family 6 Model 42 Stepping 7 Intel(R) Core(TM) i3-2348M CPU @ 2.30GHz,4GB 1863063552,"1366x768 96,96 32","Intel(R) HD Graphics 3000, PCI\VEN_8086&DEV_0116&SUBSYS_500017AA&REV_09\3&11583659&0&10",Microsoft Windows 10 Pro,10.0.15063  Build 15063
713195,Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz,16GB,1920x1200,AMD Radeon R9 200 Series,Microsoft Windows 8.1 Pro,6.3.9600  Build 9600
21514,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4440 CPU @ 3.10GHz,16GB 1073741824,"1280x1024 96,96 32","Intel(R) HD Graphics 4600, PCI\VEN_8086&DEV_0412&SUBSYS_85341043&REV_06\3&11583659&0&10",Microsoft Windows 10 Home,10.0.15063  Build 15063
647201,Intel(R) Xeon(R) CPU           L5640  @ 2.27GHz,8GB,1920x1080,NVIDIA GeForce GTX 950,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
197520,Intel64 Family 6 Model 94 Stepping 3 Intel(R) Core(TM) i7-6700HQ CPU @ 2.60GHz,32GB 2147483648,"1680x1050 120,120 32, 2100x1313 120,120 32","NVIDIA Quadro M1000M, PCI\VEN_10DE&DEV_13B1&SUBSYS_80D5103C&REV_A2\4&5DA78C0&0&0008, \\.\DISPLAY1",Microsoft Windows 10 Professionnel,10.0.14393  Build 14393
376258,Intel(R) Core(TM) i5-4690 CPU @ 3.50GHz,8GB,1280x1024,NVIDIA GeForce GTX 750,Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
464528,Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz,4GB,1440x900,Intel(R) HD Graphics 630,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
740059,Intel(R) Core(TM) i5-6200U CPU @ 2.30GHz,4GB,1366x768,Intel(R) HD Graphics 520,Microsoft Windows 10 家用版,10.0.10586  Build 10586
569595,Intel(R) Core(TM) i5-7300U CPU @ 2.60GHz,8GB,1920x1080,Intel(R) HD Graphics 620,Microsoft Windows 10 Pro,10.0.14393  Build 14393
50449,Intel(R) Core(TM) i5-3317U CPU @ 1.70GHz,4GB,,,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
731679,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,16GB,1920x1080,Intel(R) HD Graphics 630,Microsoft Windows 10 專業版,10.0.15063  Build 15063
608971,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,4GB,1280x1024,Intel(R) HD Graphics 530,Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
140938,Intel64 Family 6 Model 63 Stepping 2 Intel(R) Xeon(R) CPU E5-1620 v3 @ 3.50GHz,32GB 4293918720,"1920x1080 96,96 32","NVIDIA Quadro M2000 , PCI\VEN_10DE&DEV_1430&SUBSYS_11901028&REV_A1\4&36DAF17&0&0010",Microsoft Windows 7 Professional ,6.1.7601 Service Pack 1 Build 7601
213589,Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz,8GB,1280x1024,AMD Radeon R7 200 Series,Microsoft Windows 10 Home Single Language,10.0.14393  Build 14393
643484,Intel64 Family 6 Model 60 Stepping 3 Intel(R) Core(TM) i5-4460S CPU @ 2.90GHz,4GB,,,Microsoft Windows 7 Ultimate ,6.1.7601 Service Pack 1 Build 7601
357145,Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz,8GB,1920x1080,Intel(R) HD Graphics 530,Microsoft Windows 7 Professional K ,6.1.7601 Service Pack 1 Build 7601
761179,Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz,8GB,1920x1080,AMD Radeon HD 7800 Series,Microsoft Windows 7 旗舰版 ,6.1.7601 Service Pack 1 Build 7601
